,TIME,SMALLPARTICLES,LARGEPARTICLES,segment_idx,direction,LINE,ROUTE,START_STATION,END_STATION,length,GRADE,load
13,2019-11-03 20:23:00,976,28,9,1,Blue,Blue,Suffolk Downs,Beachmont,841.7453981115686,1,
26,2019-11-03 20:38:00,1132,43,9,-1,Blue,Blue,Suffolk Downs,Beachmont,841.7453981115686,1,
58,2019-11-03 21:14:00,787,24,9,1,Blue,Blue,Suffolk Downs,Beachmont,841.7453981115686,1,
68,2019-11-03 21:31:00,649,21,9,-1,Blue,Blue,Suffolk Downs,Beachmont,841.7453981115686,1,
81,2019-11-04 07:20:00,592,17,9,1,Blue,Blue,Suffolk Downs,Beachmont,841.7453981115686,1,rush_hour
90,2019-11-04 07:31:00,520,32,9,-1,Blue,Blue,Suffolk Downs,Beachmont,841.7453981115686,1,rush_hour
126,2019-11-04 08:07:00,710,17,9,1,Blue,Blue,Suffolk Downs,Beachmont,841.7453981115686,1,rush_hour
137,2019-11-04 08:20:00,711,31,9,-1,Blue,Blue,Suffolk Downs,Beachmont,841.7453981115686,1,rush_hour
19,2019-11-05 22:17:00,662,10,9,1,Blue,Blue,Suffolk Downs,Beachmont,841.7453981115686,1,baseline
28,2019-11-05 22:34:00,927,17,9,-1,Blue,Blue,Suffolk Downs,Beachmont,841.7453981115686,1,baseline
57,2019-11-05 23:07:00,659,20,9,1,Blue,Blue,Suffolk Downs,Beachmont,841.7453981115686,1,baseline
58,2019-11-05 23:08:00,577,8,9,1,Blue,Blue,Suffolk Downs,Beachmont,841.7453981115686,1,baseline
69,2019-11-05 23:26:00,602,17,9,-1,Blue,Blue,Suffolk Downs,Beachmont,841.7453981115686,1,baseline
24,2019-11-06 22:19:00,1045,34,9,1,Blue,Blue,Suffolk Downs,Beachmont,841.7453981115686,1,baseline
36,2019-11-06 22:35:00,1178,28,9,-1,Blue,Blue,Suffolk Downs,Beachmont,841.7453981115686,1,baseline
66,2019-11-06 23:08:00,1153,24,9,1,Blue,Blue,Suffolk Downs,Beachmont,841.7453981115686,1,baseline
76,2019-11-06 23:18:00,1545,48,9,-1,Blue,Blue,Suffolk Downs,Beachmont,841.7453981115686,1,baseline
77,2019-11-06 23:19:00,1380,39,9,-1,Blue,Blue,Suffolk Downs,Beachmont,841.7453981115686,1,baseline
14,2019-11-03 20:24:00,1338,83,2,1,Blue,Blue,Beachmont,Revere Beach,1198.3824912236696,1,
15,2019-11-03 20:25:00,1121,51,2,1,Blue,Blue,Beachmont,Revere Beach,1198.3824912236696,1,
24,2019-11-03 20:36:00,406,10,2,-1,Blue,Blue,Beachmont,Revere Beach,1198.3824912236696,1,
25,2019-11-03 20:37:00,1521,107,2,-1,Blue,Blue,Beachmont,Revere Beach,1198.3824912236696,1,
60,2019-11-03 21:16:00,658,24,2,1,Blue,Blue,Beachmont,Revere Beach,1198.3824912236696,1,
66,2019-11-03 21:29:00,485,16,2,-1,Blue,Blue,Beachmont,Revere Beach,1198.3824912236696,1,
83,2019-11-04 07:22:00,493,21,2,1,Blue,Blue,Beachmont,Revere Beach,1198.3824912236696,1,rush_hour
88,2019-11-04 07:29:00,408,45,2,-1,Blue,Blue,Beachmont,Revere Beach,1198.3824912236696,1,rush_hour
89,2019-11-04 07:30:00,492,45,2,-1,Blue,Blue,Beachmont,Revere Beach,1198.3824912236696,1,rush_hour
128,2019-11-04 08:09:00,530,18,2,1,Blue,Blue,Beachmont,Revere Beach,1198.3824912236696,1,rush_hour
135,2019-11-04 08:18:00,784,35,2,-1,Blue,Blue,Beachmont,Revere Beach,1198.3824912236696,1,rush_hour
20,2019-11-05 22:18:00,718,15,2,1,Blue,Blue,Beachmont,Revere Beach,1198.3824912236696,1,baseline
21,2019-11-05 22:19:00,656,11,2,1,Blue,Blue,Beachmont,Revere Beach,1198.3824912236696,1,baseline
26,2019-11-05 22:32:00,604,4,2,-1,Blue,Blue,Beachmont,Revere Beach,1198.3824912236696,1,baseline
59,2019-11-05 23:09:00,570,13,2,1,Blue,Blue,Beachmont,Revere Beach,1198.3824912236696,1,baseline
60,2019-11-05 23:10:00,502,10,2,1,Blue,Blue,Beachmont,Revere Beach,1198.3824912236696,1,baseline
67,2019-11-05 23:24:00,426,9,2,-1,Blue,Blue,Beachmont,Revere Beach,1198.3824912236696,1,baseline
26,2019-11-06 22:21:00,780,26,2,1,Blue,Blue,Beachmont,Revere Beach,1198.3824912236696,1,baseline
34,2019-11-06 22:33:00,925,36,2,-1,Blue,Blue,Beachmont,Revere Beach,1198.3824912236696,1,baseline
35,2019-11-06 22:34:00,1235,35,2,-1,Blue,Blue,Beachmont,Revere Beach,1198.3824912236696,1,baseline
67,2019-11-06 23:09:00,954,21,2,1,Blue,Blue,Beachmont,Revere Beach,1198.3824912236696,1,baseline
68,2019-11-06 23:10:00,836,23,2,1,Blue,Blue,Beachmont,Revere Beach,1198.3824912236696,1,baseline
75,2019-11-06 23:17:00,1184,31,2,-1,Blue,Blue,Beachmont,Revere Beach,1198.3824912236696,1,baseline
17,2019-11-03 20:27:00,558,11,7,1,Blue,Blue,Revere Beach,Wonderland,633.460040387772,1,
23,2019-11-03 20:35:00,506,13,7,-1,Blue,Blue,Revere Beach,Wonderland,633.460040387772,1,
62,2019-11-03 21:18:00,384,10,7,1,Blue,Blue,Revere Beach,Wonderland,633.460040387772,1,
65,2019-11-03 21:28:00,457,14,7,-1,Blue,Blue,Revere Beach,Wonderland,633.460040387772,1,
84,2019-11-04 07:23:00,483,20,7,1,Blue,Blue,Revere Beach,Wonderland,633.460040387772,1,rush_hour
85,2019-11-04 07:24:00,377,15,7,1,Blue,Blue,Revere Beach,Wonderland,633.460040387772,1,rush_hour
86,2019-11-04 07:25:00,331,12,7,1,Blue,Blue,Revere Beach,Wonderland,633.460040387772,1,rush_hour
130,2019-11-04 08:11:00,406,9,7,1,Blue,Blue,Revere Beach,Wonderland,633.460040387772,1,rush_hour
131,2019-11-04 08:12:00,355,5,7,1,Blue,Blue,Revere Beach,Wonderland,633.460040387772,1,rush_hour
133,2019-11-04 08:16:00,957,31,7,-1,Blue,Blue,Revere Beach,Wonderland,633.460040387772,1,rush_hour
22,2019-11-05 22:20:00,518,4,7,1,Blue,Blue,Revere Beach,Wonderland,633.460040387772,1,baseline
23,2019-11-05 22:21:00,497,5,7,1,Blue,Blue,Revere Beach,Wonderland,633.460040387772,1,baseline
25,2019-11-05 22:31:00,594,7,7,-1,Blue,Blue,Revere Beach,Wonderland,633.460040387772,1,baseline
61,2019-11-05 23:11:00,381,9,7,1,Blue,Blue,Revere Beach,Wonderland,633.460040387772,1,baseline
66,2019-11-05 23:23:00,417,16,7,-1,Blue,Blue,Revere Beach,Wonderland,633.460040387772,1,baseline
28,2019-11-06 22:23:00,701,16,7,1,Blue,Blue,Revere Beach,Wonderland,633.460040387772,1,baseline
33,2019-11-06 22:32:00,1740,86,7,-1,Blue,Blue,Revere Beach,Wonderland,633.460040387772,1,baseline
69,2019-11-06 23:11:00,727,15,7,1,Blue,Blue,Revere Beach,Wonderland,633.460040387772,1,baseline
70,2019-11-06 23:12:00,629,15,7,1,Blue,Blue,Revere Beach,Wonderland,633.460040387772,1,baseline
73,2019-11-06 23:15:00,1108,31,7,-1,Blue,Blue,Revere Beach,Wonderland,633.460040387772,1,baseline
83,2019-11-03 21:46:00,2851,53,3,-1,Blue,Blue,Bowdoin,Government Center,301.63922518096643,7,
107,2019-11-04 07:48:00,10927,664,3,-1,Blue,Blue,Bowdoin,Government Center,301.63922518096643,7,rush_hour
156,2019-11-04 08:39:00,8190,184,3,-1,Blue,Blue,Bowdoin,Government Center,301.63922518096643,7,rush_hour
42,2019-11-05 22:48:00,5238,126,3,-1,Blue,Blue,Bowdoin,Government Center,301.63922518096643,7,baseline
43,2019-11-05 22:53:00,357,0,3,1,Blue,Blue,Bowdoin,Government Center,301.63922518096643,7,baseline
83,2019-11-05 23:40:00,3731,53,3,-1,Blue,Blue,Bowdoin,Government Center,301.63922518096643,7,baseline
10,2019-11-06 22:05:00,1895,120,3,1,Blue,Blue,Bowdoin,Government Center,301.63922518096643,7,baseline
50,2019-11-06 22:49:00,7428,179,3,-1,Blue,Blue,Bowdoin,Government Center,301.63922518096643,7,baseline
52,2019-11-06 22:54:00,8612,724,3,1,Blue,Blue,Bowdoin,Government Center,301.63922518096643,7,baseline
91,2019-11-06 23:33:00,9528,252,3,-1,Blue,Blue,Bowdoin,Government Center,301.63922518096643,7,baseline
1,2019-11-06 10:08:00,589,45,84,-1,Orange,Orange,Malden Center,Oak Grove,1250.5727958195398,1,baseline
2,2019-11-06 10:09:00,847,72,84,-1,Orange,Orange,Malden Center,Oak Grove,1250.5727958195398,1,baseline
83,2019-11-06 11:30:00,1313,83,84,1,Orange,Orange,Malden Center,Oak Grove,1250.5727958195398,1,baseline
84,2019-11-06 11:31:00,1153,61,84,1,Orange,Orange,Malden Center,Oak Grove,1250.5727958195398,1,baseline
85,2019-11-06 11:32:00,1146,51,84,1,Orange,Orange,Malden Center,Oak Grove,1250.5727958195398,1,baseline
90,2019-11-06 11:37:00,533,24,84,-1,Orange,Orange,Malden Center,Oak Grove,1250.5727958195398,1,baseline
91,2019-11-06 11:38:00,559,27,84,-1,Orange,Orange,Malden Center,Oak Grove,1250.5727958195398,1,baseline
176,2019-11-06 13:03:00,1166,62,84,1,Orange,Orange,Malden Center,Oak Grove,1250.5727958195398,1,baseline
177,2019-11-06 13:04:00,1193,55,84,1,Orange,Orange,Malden Center,Oak Grove,1250.5727958195398,1,baseline
46,2019-11-11 07:39:00,1681,59,84,1,Orange,Orange,Malden Center,Oak Grove,1250.5727958195398,1,rush_hour
47,2019-11-11 07:40:00,1571,50,84,1,Orange,Orange,Malden Center,Oak Grove,1250.5727958195398,1,rush_hour
48,2019-11-11 07:41:00,1427,35,84,1,Orange,Orange,Malden Center,Oak Grove,1250.5727958195398,1,rush_hour
53,2019-11-11 07:46:00,1257,27,84,-1,Orange,Orange,Malden Center,Oak Grove,1250.5727958195398,1,rush_hour
54,2019-11-11 07:47:00,1190,24,84,-1,Orange,Orange,Malden Center,Oak Grove,1250.5727958195398,1,rush_hour
2,2019-11-20 11:11:00,353,16,84,-1,Orange,Orange,Malden Center,Oak Grove,1250.5727958195398,1,baseline
3,2019-11-20 11:12:00,324,8,84,-1,Orange,Orange,Malden Center,Oak Grove,1250.5727958195398,1,baseline
91,2019-11-20 12:40:00,805,34,84,1,Orange,Orange,Malden Center,Oak Grove,1250.5727958195398,1,baseline
92,2019-11-20 12:41:00,891,36,84,1,Orange,Orange,Malden Center,Oak Grove,1250.5727958195398,1,baseline
93,2019-11-20 12:42:00,572,19,84,1,Orange,Orange,Malden Center,Oak Grove,1250.5727958195398,1,baseline
97,2019-11-20 12:46:00,820,92,84,-1,Orange,Orange,Malden Center,Oak Grove,1250.5727958195398,1,baseline
4,2019-11-06 10:11:00,823,57,93,-1,Orange,Orange,Wellington,Malden Center,2786.4582862951424,"1,7",baseline
5,2019-11-06 10:12:00,836,54,93,-1,Orange,Orange,Wellington,Malden Center,2786.4582862951424,"1,7",baseline
6,2019-11-06 10:13:00,984,57,93,-1,Orange,Orange,Wellington,Malden Center,2786.4582862951424,"1,7",baseline
7,2019-11-06 10:14:00,2134,163,93,-1,Orange,Orange,Wellington,Malden Center,2786.4582862951424,"1,7",baseline
79,2019-11-06 11:26:00,985,47,93,1,Orange,Orange,Wellington,Malden Center,2786.4582862951424,"1,7",baseline
80,2019-11-06 11:27:00,903,51,93,1,Orange,Orange,Wellington,Malden Center,2786.4582862951424,"1,7",baseline
81,2019-11-06 11:28:00,1407,75,93,1,Orange,Orange,Wellington,Malden Center,2786.4582862951424,"1,7",baseline
82,2019-11-06 11:29:00,1451,71,93,1,Orange,Orange,Wellington,Malden Center,2786.4582862951424,"1,7",baseline
93,2019-11-06 11:40:00,729,45,93,-1,Orange,Orange,Wellington,Malden Center,2786.4582862951424,"1,7",baseline
94,2019-11-06 11:41:00,773,43,93,-1,Orange,Orange,Wellington,Malden Center,2786.4582862951424,"1,7",baseline
95,2019-11-06 11:42:00,740,38,93,-1,Orange,Orange,Wellington,Malden Center,2786.4582862951424,"1,7",baseline
96,2019-11-06 11:43:00,829,33,93,-1,Orange,Orange,Wellington,Malden Center,2786.4582862951424,"1,7",baseline
171,2019-11-06 12:58:00,1190,45,93,1,Orange,Orange,Wellington,Malden Center,2786.4582862951424,"1,7",baseline
172,2019-11-06 12:59:00,788,36,93,1,Orange,Orange,Wellington,Malden Center,2786.4582862951424,"1,7",baseline
173,2019-11-06 13:00:00,1331,80,93,1,Orange,Orange,Wellington,Malden Center,2786.4582862951424,"1,7",baseline
174,2019-11-06 13:01:00,1320,52,93,1,Orange,Orange,Wellington,Malden Center,2786.4582862951424,"1,7",baseline
42,2019-11-11 07:35:00,2156,87,93,1,Orange,Orange,Wellington,Malden Center,2786.4582862951424,"1,7",rush_hour
43,2019-11-11 07:36:00,1986,64,93,1,Orange,Orange,Wellington,Malden Center,2786.4582862951424,"1,7",rush_hour
44,2019-11-11 07:37:00,1700,43,93,1,Orange,Orange,Wellington,Malden Center,2786.4582862951424,"1,7",rush_hour
56,2019-11-11 07:49:00,4487,254,93,-1,Orange,Orange,Wellington,Malden Center,2786.4582862951424,"1,7",rush_hour
57,2019-11-11 07:50:00,3656,116,93,-1,Orange,Orange,Wellington,Malden Center,2786.4582862951424,"1,7",rush_hour
58,2019-11-11 07:51:00,3140,85,93,-1,Orange,Orange,Wellington,Malden Center,2786.4582862951424,"1,7",rush_hour
59,2019-11-11 07:52:00,2742,81,93,-1,Orange,Orange,Wellington,Malden Center,2786.4582862951424,"1,7",rush_hour
5,2019-11-20 11:14:00,516,13,93,-1,Orange,Orange,Wellington,Malden Center,2786.4582862951424,"1,7",baseline
6,2019-11-20 11:15:00,758,23,93,-1,Orange,Orange,Wellington,Malden Center,2786.4582862951424,"1,7",baseline
7,2019-11-20 11:16:00,655,19,93,-1,Orange,Orange,Wellington,Malden Center,2786.4582862951424,"1,7",baseline
8,2019-11-20 11:17:00,574,21,93,-1,Orange,Orange,Wellington,Malden Center,2786.4582862951424,"1,7",baseline
86,2019-11-20 12:35:00,446,26,93,1,Orange,Orange,Wellington,Malden Center,2786.4582862951424,"1,7",baseline
87,2019-11-20 12:36:00,438,22,93,1,Orange,Orange,Wellington,Malden Center,2786.4582862951424,"1,7",baseline
88,2019-11-20 12:37:00,466,19,93,1,Orange,Orange,Wellington,Malden Center,2786.4582862951424,"1,7",baseline
89,2019-11-20 12:38:00,456,16,93,1,Orange,Orange,Wellington,Malden Center,2786.4582862951424,"1,7",baseline
99,2019-11-20 12:48:00,676,45,93,-1,Orange,Orange,Wellington,Malden Center,2786.4582862951424,"1,7",baseline
100,2019-11-20 12:49:00,814,42,93,-1,Orange,Orange,Wellington,Malden Center,2786.4582862951424,"1,7",baseline
101,2019-11-20 12:50:00,722,35,93,-1,Orange,Orange,Wellington,Malden Center,2786.4582862951424,"1,7",baseline
102,2019-11-20 12:51:00,772,31,93,-1,Orange,Orange,Wellington,Malden Center,2786.4582862951424,"1,7",baseline
9,2019-11-06 10:16:00,1494,81,76,-1,Orange,Orange,Assembly,Wellington,1065.1229161065596,"1,4",baseline
10,2019-11-06 10:17:00,1269,75,76,-1,Orange,Orange,Assembly,Wellington,1065.1229161065596,"1,4",baseline
76,2019-11-06 11:23:00,1811,75,76,1,Orange,Orange,Assembly,Wellington,1065.1229161065596,"1,4",baseline
77,2019-11-06 11:24:00,1313,49,76,1,Orange,Orange,Assembly,Wellington,1065.1229161065596,"1,4",baseline
97,2019-11-06 11:44:00,849,38,76,-1,Orange,Orange,Assembly,Wellington,1065.1229161065596,"1,4",baseline
98,2019-11-06 11:45:00,645,31,76,-1,Orange,Orange,Assembly,Wellington,1065.1229161065596,"1,4",baseline
169,2019-11-06 12:56:00,1428,50,76,1,Orange,Orange,Assembly,Wellington,1065.1229161065596,"1,4",baseline
170,2019-11-06 12:57:00,1162,44,76,1,Orange,Orange,Assembly,Wellington,1065.1229161065596,"1,4",baseline
39,2019-11-11 07:32:00,2614,110,76,1,Orange,Orange,Assembly,Wellington,1065.1229161065596,"1,4",rush_hour
10,2019-11-20 11:19:00,676,61,76,-1,Orange,Orange,Assembly,Wellington,1065.1229161065596,"1,4",baseline
83,2019-11-20 12:32:00,898,30,76,1,Orange,Orange,Assembly,Wellington,1065.1229161065596,"1,4",baseline
84,2019-11-20 12:33:00,719,18,76,1,Orange,Orange,Assembly,Wellington,1065.1229161065596,"1,4",baseline
11,2019-11-06 10:18:00,1141,52,91,-1,Orange,Orange,Sullivan Square,Assembly,873.2750895193573,1,baseline
75,2019-11-06 11:22:00,2185,79,91,1,Orange,Orange,Sullivan Square,Assembly,873.2750895193573,1,baseline
99,2019-11-06 11:46:00,836,56,91,-1,Orange,Orange,Sullivan Square,Assembly,873.2750895193573,1,baseline
100,2019-11-06 11:47:00,870,51,91,-1,Orange,Orange,Sullivan Square,Assembly,873.2750895193573,1,baseline
167,2019-11-06 12:54:00,2312,78,91,1,Orange,Orange,Sullivan Square,Assembly,873.2750895193573,1,baseline
36,2019-11-11 07:29:00,3314,140,91,1,Orange,Orange,Sullivan Square,Assembly,873.2750895193573,1,rush_hour
37,2019-11-11 07:30:00,2871,134,91,1,Orange,Orange,Sullivan Square,Assembly,873.2750895193573,1,rush_hour
12,2019-11-20 11:21:00,628,26,91,-1,Orange,Orange,Sullivan Square,Assembly,873.2750895193573,1,baseline
81,2019-11-20 12:30:00,1692,43,91,1,Orange,Orange,Sullivan Square,Assembly,873.2750895193573,1,baseline
13,2019-11-06 10:20:00,970,61,79,-1,Orange,Orange,Community College,Sullivan Square,1361.0529175497095,1,baseline
14,2019-11-06 10:21:00,857,46,79,-1,Orange,Orange,Community College,Sullivan Square,1361.0529175497095,1,baseline
72,2019-11-06 11:19:00,8088,347,79,1,Orange,Orange,Community College,Sullivan Square,1361.0529175497095,1,baseline
73,2019-11-06 11:20:00,2475,96,79,1,Orange,Orange,Community College,Sullivan Square,1361.0529175497095,1,baseline
101,2019-11-06 11:48:00,922,54,79,-1,Orange,Orange,Community College,Sullivan Square,1361.0529175497095,1,baseline
102,2019-11-06 11:49:00,1015,59,79,-1,Orange,Orange,Community College,Sullivan Square,1361.0529175497095,1,baseline
165,2019-11-06 12:52:00,3698,179,79,1,Orange,Orange,Community College,Sullivan Square,1361.0529175497095,1,baseline
33,2019-11-11 07:26:00,8957,336,79,1,Orange,Orange,Community College,Sullivan Square,1361.0529175497095,1,rush_hour
34,2019-11-11 07:27:00,5373,315,79,1,Orange,Orange,Community College,Sullivan Square,1361.0529175497095,1,rush_hour
64,2019-11-11 07:57:00,1753,56,79,-1,Orange,Orange,Community College,Sullivan Square,1361.0529175497095,1,rush_hour
65,2019-11-11 07:58:00,3070,186,79,-1,Orange,Orange,Community College,Sullivan Square,1361.0529175497095,1,rush_hour
14,2019-11-20 11:23:00,647,49,79,-1,Orange,Orange,Community College,Sullivan Square,1361.0529175497095,1,baseline
15,2019-11-20 11:24:00,654,49,79,-1,Orange,Orange,Community College,Sullivan Square,1361.0529175497095,1,baseline
79,2019-11-20 12:28:00,3452,120,79,1,Orange,Orange,Community College,Sullivan Square,1361.0529175497095,1,baseline
80,2019-11-20 12:29:00,2415,58,79,1,Orange,Orange,Community College,Sullivan Square,1361.0529175497095,1,baseline
109,2019-11-20 12:58:00,6919,974,79,-1,Orange,Orange,Community College,Sullivan Square,1361.0529175497095,1,baseline
110,2019-11-20 12:59:00,3074,289,79,-1,Orange,Orange,Community College,Sullivan Square,1361.0529175497095,1,baseline
15,2019-11-06 10:22:00,851,39,86,-1,Orange,Orange,North Station,Community College,1310.0056913550281,"1,7",baseline
16,2019-11-06 10:23:00,1008,124,86,-1,Orange,Orange,North Station,Community College,1310.0056913550281,"1,7",baseline
70,2019-11-06 11:17:00,6501,242,86,1,Orange,Orange,North Station,Community College,1310.0056913550281,"1,7",baseline
71,2019-11-06 11:18:00,7437,290,86,1,Orange,Orange,North Station,Community College,1310.0056913550281,"1,7",baseline
103,2019-11-06 11:50:00,1047,47,86,-1,Orange,Orange,North Station,Community College,1310.0056913550281,"1,7",baseline
104,2019-11-06 11:51:00,1271,71,86,-1,Orange,Orange,North Station,Community College,1310.0056913550281,"1,7",baseline
162,2019-11-06 12:49:00,7021,254,86,1,Orange,Orange,North Station,Community College,1310.0056913550281,"1,7",baseline
163,2019-11-06 12:50:00,7646,295,86,1,Orange,Orange,North Station,Community College,1310.0056913550281,"1,7",baseline
31,2019-11-11 07:24:00,12977,906,86,1,Orange,Orange,North Station,Community College,1310.0056913550281,"1,7",rush_hour
32,2019-11-11 07:25:00,11712,680,86,1,Orange,Orange,North Station,Community College,1310.0056913550281,"1,7",rush_hour
67,2019-11-11 08:00:00,2801,204,86,-1,Orange,Orange,North Station,Community College,1310.0056913550281,"1,7",rush_hour
68,2019-11-11 08:01:00,2282,140,86,-1,Orange,Orange,North Station,Community College,1310.0056913550281,"1,7",rush_hour
16,2019-11-20 11:25:00,959,50,86,-1,Orange,Orange,North Station,Community College,1310.0056913550281,"1,7",baseline
17,2019-11-20 11:26:00,537,26,86,-1,Orange,Orange,North Station,Community College,1310.0056913550281,"1,7",baseline
18,2019-11-20 11:27:00,733,38,86,-1,Orange,Orange,North Station,Community College,1310.0056913550281,"1,7",baseline
76,2019-11-20 12:25:00,4406,138,86,1,Orange,Orange,North Station,Community College,1310.0056913550281,"1,7",baseline
77,2019-11-20 12:26:00,5914,268,86,1,Orange,Orange,North Station,Community College,1310.0056913550281,"1,7",baseline
111,2019-11-20 13:00:00,2191,171,86,-1,Orange,Orange,North Station,Community College,1310.0056913550281,"1,7",baseline
112,2019-11-20 13:01:00,1377,80,86,-1,Orange,Orange,North Station,Community College,1310.0056913550281,"1,7",baseline
113,2019-11-20 13:02:00,1514,80,86,-1,Orange,Orange,North Station,Community College,1310.0056913550281,"1,7",baseline
18,2019-11-06 10:25:00,4047,201,94,-1,Orange,Orange,Haymarket,North Station,352.9236698560056,7,baseline
68,2019-11-06 11:15:00,5230,212,94,1,Orange,Orange,Haymarket,North Station,352.9236698560056,7,baseline
106,2019-11-06 11:53:00,3396,185,94,-1,Orange,Orange,Haymarket,North Station,352.9236698560056,7,baseline
161,2019-11-06 12:48:00,6176,187,94,1,Orange,Orange,Haymarket,North Station,352.9236698560056,7,baseline
29,2019-11-11 07:22:00,11299,751,94,1,Orange,Orange,Haymarket,North Station,352.9236698560056,7,rush_hour
70,2019-11-11 08:03:00,8076,500,94,-1,Orange,Orange,Haymarket,North Station,352.9236698560056,7,rush_hour
19,2019-11-20 11:28:00,1847,79,94,-1,Orange,Orange,Haymarket,North Station,352.9236698560056,7,baseline
75,2019-11-20 12:24:00,4369,137,94,1,Orange,Orange,Haymarket,North Station,352.9236698560056,7,baseline
115,2019-11-20 13:04:00,2504,121,94,-1,Orange,Orange,Haymarket,North Station,352.9236698560056,7,baseline
21,2019-11-06 10:28:00,6844,233,89,-1,Orange,Orange,State,Haymarket,408.7679896609733,7,baseline
22,2019-11-06 10:29:00,6857,200,89,-1,Orange,Orange,State,Haymarket,408.7679896609733,7,baseline
23,2019-11-06 10:30:00,7023,194,89,-1,Orange,Orange,State,Haymarket,408.7679896609733,7,baseline
67,2019-11-06 11:14:00,4236,128,89,1,Orange,Orange,State,Haymarket,408.7679896609733,7,baseline
108,2019-11-06 11:55:00,4560,128,89,-1,Orange,Orange,State,Haymarket,408.7679896609733,7,baseline
109,2019-11-06 11:56:00,4671,124,89,-1,Orange,Orange,State,Haymarket,408.7679896609733,7,baseline
158,2019-11-06 12:45:00,4437,134,89,1,Orange,Orange,State,Haymarket,408.7679896609733,7,baseline
159,2019-11-06 12:46:00,5130,185,89,1,Orange,Orange,State,Haymarket,408.7679896609733,7,baseline
26,2019-11-11 07:19:00,6431,179,89,1,Orange,Orange,State,Haymarket,408.7679896609733,7,rush_hour
27,2019-11-11 07:20:00,7555,265,89,1,Orange,Orange,State,Haymarket,408.7679896609733,7,rush_hour
71,2019-11-11 08:04:00,10134,604,89,-1,Orange,Orange,State,Haymarket,408.7679896609733,7,rush_hour
21,2019-11-20 11:30:00,4503,232,89,-1,Orange,Orange,State,Haymarket,408.7679896609733,7,baseline
72,2019-11-20 12:21:00,4124,120,89,1,Orange,Orange,State,Haymarket,408.7679896609733,7,baseline
73,2019-11-20 12:22:00,3770,92,89,1,Orange,Orange,State,Haymarket,408.7679896609733,7,baseline
116,2019-11-20 13:05:00,3470,213,89,-1,Orange,Orange,State,Haymarket,408.7679896609733,7,baseline
117,2019-11-20 13:06:00,5856,374,89,-1,Orange,Orange,State,Haymarket,408.7679896609733,7,baseline
